text,label,split
jakarta kompas com rencana pt garuda indonesia persero tbk untuk membeli unit pesawat boeing masih belum mencapai kesepakatan sebagai informasi rencana pembelian pesawat boeing ini merupakan salah satu kesepakatan dengan amerika serikat as dalam negosiasi tarif yang turun dari persen menjadi persen menteri koordinator bidang perekonomian airlangga hartarto mengatakan saat ini proses pembelian pesawat tersebut masih dalam negosiasi business tapi business pesawat garuda itu sedang dalam proses negosiasi business tapi business antara boeing dengan garuda jadi nanti teknisnya kita tunggu perkembangan selanjutnya ujarnya saat konferensi pers di kantornya jakarta senin baca juga beli pesawat dari as prabowo ingin garuda indonesia jadi maskapai besar dalam acara sosialisasi tarif trump airlangga sempat menyebut bahwa rencana pembelian pesawat ini mengalami kendala sebelum kesepakatan terbaru terkait tarif resiprokal as menjadi persen sehingga penandatanganan pembeliannya belum dilakukan garuda menandatangani perencanaan untuk membeli pesawat belum deal karena dp nya doang ungkap airlangga namun kata airlangga kendala tersebut kini sudah tidak menjadi masalah dengan adanya kesepakatan tarif baru diharapkan proses negosiasi garuda dengan boeing dapat berjalan lebih lancar enggak itu teknisnya sedang kita bahas jadi itu sudah tidak menjadi isu lagi sekarang sudah murni komersial itu terjadi pada saat tarif kita persen sesudah tarif kita turun menjadi persen maka semuanya menjadi lebih lancar tuturnya baca juga airlangga ungkap update negosiasi pembelian pesawat baru boeing pexels jeffry si si pesawat boeing er yang dioperasikan oleh garuda indonesia pesawat boeing er yang dioperasikan oleh garuda indonesia sebelumnya sekretaris kementerian koordinator bidang perekonomian susiwijono moegiarso mengatakan belum ada nota kesepahaman mou yang ditandatangani menurut dia pembelian pesawat ini masih dalam tahap penjajakan yang garuda kan belum tanda tangan yang baru tanda tangan kan untuk energi dengan yang pertanian seperti soybean gandum dan sebagainya ujar susiwijono saat ditemui di kantornya jakarta jumat ia menegaskan karena kerja sama ini bersifat business tapi business maka keputusan ada di tangan garuda dan boeing baca juga soal pembelian pesawat boeing airlangga ungkap garuda sudah bayar dp garuda disebut masih menimbang berbagai aspek sebelum memutuskan kita sudah menjajaki akan ada kesepakatan ke sana tapi tetap subyek itu pertimbangan bisnis dan sebagainya regulasinya seperti apa teman teman di garuda yang lebih tahu katanya sebagai informasi presiden trump menyebut indonesia sepakat membeli pesawat boeing sebagian besar tipe untuk mengimbangi kebijakan tarif resiprokal yang kini ditetapkan sebesar persen angka ini lebih rendah dari ancaman awal sebesar persen yang diajukan trump dalam surat tertanggal juli baca juga menhub dukung garuda indonesia tambah pesawat,Neutral,train
ntvnews id jakarta garuda indonesia mengkonfirmasi bahwa mereka akan menyelidiki kehilangan handphone atau telepon genggam penumpang dalam penerbangan enggak yang menghubungkan jakarta ke melbourne pada juni lalu garuda indonesia saat ini melakukan investigasi secara menyeluruh bersama pemangku kepentingan terkait untuk mendukung proses pelaporan tersebut ujar adek r susardi direktur niaga garuda indonesia berdasarkan keterangan yang diberikannya pada selasa di jakarta dia menyatakan hal itu sebagai tanggapan atas unggahan di media sosial mengenai laporan bahwa salah satu penumpang kehilangan handphonenya pada jumat juni di penerbangan enggak yang menghubungkan jakarta ke melbourne garuda indonesia menyesalkan kejadian tersebut dan memohon maaf atas ketidaknyamanan yang dialami oleh penumpang tersebut katanya dia menyatakan bahwa penyelidikan akan mencakup identifikasi kronologis kejadian terhadap awak kabin yang bertugas seluruh awak kabin yang bertugas bahkan telah dibebastugaskan untuk sementara waktu dari tugas penerbangan untuk memastikan investigasi berjalan lancar baca juga iphone penumpang hilang di pesawat garuda periksa seluruh awal kabin yang tugas sumber antara dapat kami pastikan pada saat menerima laporan kehilangan seluruh awak pesawat yang bertugas telah menjalankan prosedur standar operasional dan keamanan penerbangan katanya salah satunya adalah dengan segera menanggapi laporan kehilangan dan berkomunikasi dengan otoritas bandara setempat yang kemudian memulai pencarian dengan petugas bandara terkait selain itu sebagai bagian dari komitmen maskapai garuda indonesia untuk memberikan kenyamanan kepada penumpangnya perwakilan maskapai di melbourne membantu penumpang yang terlibat dalam menangani insiden tersebut dan membuat laporan resmi kepada kepolisian lokal saat ini garuda indonesia terus berkomunikasi dengan penumpang terkait dan berkomitmen untuk terus mendampingi yang korban untuk mengetahui lebih lanjut tentang insiden tersebut demi keamanan dan kenyamanan seluruh penumpang maskapai garuda indonesia garuda indonesia senantiasa berkomitmen menjaga kepercayaan penumpang dengan menghadirkan layanan yang mengedepankan aspek kepatuhan terhadap standar keselamatan dan keamanan penerbangan internasional ujar adek baca juga garuda bebas tugaskan awak kabin buntut viral iphone penumpang hilang di pesawat,Negative,train
pt garuda indonesia membuka rute penerbangan baru dari kota makassar sulawesi selatan ke kota balikpapan kalimantan timur dan sebaliknya penerbangan tersebut akan dibuka pada bulan november ini berdasarkan informasi rilis dari garuda indonesia penerbangan makassar balikpapan akan dibuka mulai november dalam sepekan terdapat jadwal penerbangan baik dari makassar ke balikpapan maupun balikpapan ke makassar nah bagi detikers yang akan melakukan perjalanan dengan rute makassar balikpapan atau sebaliknya menggunakan pesawat garuda indonesia simak rincian jadwal keberangkatan serta harga tiket pesawatnya berikut ini scroll tapi continue with content jadwal penerbangan garuda indonesia rute makassar balikpapan pesawat garuda indonesia dengan rute makassar balikpapan berangkat sebanyak kali dalam sepekan yakni senin selasa kamis dan sabtu untuk selengkapnya berikut jadwal lengkapnya jadwal pesawat garuda indonesia rute makassar balikpapan nomor penerbangan enggak jadwal keberangkatan senin selasa kamis dan sabtu berangkat wita tiba wita jadwal pesawat garuda indonesia balikpapan makassar nomor penerbangan enggak jadwal keberangkatan senin selasa kamis dan sabtu berangkat wita tiba wita harga tiket pesawat garuda indonesia makassar balikpapan penerbangan dari makassar ke balikpapan harga mulai rp ribuan adapun untuk kelebihan bagasi terdapat promo excess baggage makassar balikpapan advertisement untuk lebih jelasnya berikut harganya harga pesawat mulai rp ribuan promo excess baggage rp kg itulah jadwal keberangkatan pesawat garuda indonesia rute makassar balikpapan serta harganya semoga bermanfaat detikers,Positive,train
garuda indonesia akan tambah pesawat pada tahun jakarta antara maskapai penerbangan nasional pt garuda indonesia persero berencana tambah pesawat pada tahun target kami nanti di tahun kita akan menambah pesawat lagi pesawat lagi tentunya ini membutuhkan kerjasama komunikasi dan koordinasi dengan kementerian kementerian terkait ujar direktur utama garuda indonesia wamildan tsani panjaitan dalam konferensi pers di jakarta jumat menurut wamildan garuda indonesia memang perlu melakukan penambahan jumlah pesawat kita memang perlu untuk penambahan jumlah pesawat dan kami sampaikan kabar gembira bahwa di garuda indonesia nanti satu pesawat sudah datang di mana saat ini sedang dalam proses painting dan juga refurbishment interior pesawat katanya kemudian lanjutnya direncanakan nanti di akhir bulan ini juga datang satu pesawat lagi dan dua pesawat nanti pada januari tahun depan baca juga garuda indonesia turunkan harga tiket mulai desember sebagai informasi menteri bumn erick thohir menyatakan pihaknya terbuka untuk bekerja sama dengan boeing terkait penambahan jumlah pesawat bagi maskapai bumn seperti garuda indonesia menurut dia solusi untuk menambah jumlah armada pesawat tersebut adalah menjalin kerja sama dengan para produsen pesawat global seperti airbus boeing produsen pesawat dari rusia ataupun comac china erick mengatakan bahwa indonesia tidak mungkin tahun lagi terbelenggu dengan jumlah pesawat yang sama mengingat hal ini sangat membahayakan dikarenakan indonesia sendiri merupakan negara kepulauan erick thohir bersama menteri perhubungan menhub dudy purwagandhi akan terus mendorong berbagai inovasi perubahan terkait penambahan jumlah armada pesawat komersial dirinya bersama menhub juga akan bicara bersama menhub ke menteri investasi dan hilirisasi kepala badan koordinasi penanaman modal bkpm rosan perkasa roeslani mengenai apakah investasi ini bisa lebih dimudahkan ke depan karena isu jumlah pesawat yang tidak memadai menteri bumn erick thohir sebelumnya menerima kunjungan dari duta besar amerika serikat untuk indonesia kamala si lakhdhir dan delegasi dari sektor swasta amerika serikat di kementerian bumn jakarta pada kamis adapun perusahaan perusahaan swasta asal amerika yang hadir dalam pertemuan dengan erick thohir tersebut seperti perusahaan pesawat boeing dan perusahaan teknologi intel pertemuan ini menindaklanjuti kunjungan presiden ri ke amerika serikat secara bilateral pewarta aji cakti editor adi lazuardi copyright antara dilarang keras mengambil konten melakukan crawling atau pengindeksan otomatis untuk ai di situs web ini tanpa izin tertulis dari kantor berita antara,Positive,train
kompas com pesawat garuda indonesia dengan nomor penerbangan enggak rute jakarta pekanbaru mengalami masalah pada tangki bahan bakar di bandara internasional soekarno hatta cengkareng tangerang banten sabtu tidak ada korban dalam insiden yang menyebabkan pesawat batal terbang tersebut sebanyak penumpang telah diterbangkan kembali ke pekanbaru dengan pesawat pengganti penyanyi kunto aji yang menjadi salah satu penumpang pesawat tersebut membagikan momen saat pesawat yang ditumpanginya mengalami masalah teknis dalam video berdurasi detik itu tampak bagian kanan pesawat yang merupakan tempat tangki bahan bakar terus menumpahkan avtur sebelum pesawat lepas landas video tersebut ia unggah di akun kali twitter kuntoajiw pada sabtu siang hingga sabtu malam unggahan tersebut telah dilihat lebih dari satu juta kali disukai ribu akun dan sedikitnya akun memposting ulang nyawa gue baru saja diselamatkan alhamdulillah masih ada umur ketahuan puter balik gajadi terbang seram banget ini tulisnya selain di kali rekaman itu juga ramai menjadi perbincangan warganet di instagram saat diposting ulang akun folk pada sabtu berikut penjelasan pihak pt garuda indonesia selaku pengelola maskapai penerbangan yang diduga mengalami insiden tangki pesawat bocor tersebut baca juga pesawat voepass jatuh di brasil orang tewas black box langsung ditemukan penjelasan garuda indonesia direktur utama garuda indonesia irfan setiaputra membenarkan kejadian insiden gangguan pada tangki pesawat tersebut ia menjelaskan pesawat dengan nomor penerbangan enggak rute jakarta pekanbaru itu gagal terbang dan harus putar balik karena mengalami luapan bahan bakar avtur di salah satu sisi pesawat irfan menyampaikan insiden itu bermula saat armada pakai gfw dijadwalkan berangkat dari bandara internasional soekarno hatta pukul wib sebelum lepas landas pilot melakukan sejumlah prosedur rutin salah satunya memverifikasi jumlah isian avtur dalam pesawat prosedur tersebut merupakan bagian dari manual tatal aksana safety sebelum pesawat take off ujar irfan dalam keterangan tertulis yang diterima kompas com sabtu dari situ imbuhnya diketahui ada masalah teknis pada tangki bahan bakar pesawat selain pilot sejumlah penumpang juga sempat melaporkan kejadian itu sehingga pilot memutuskan untuk putar balik dan melakukan inspeksi pesawat secara menyeluruh para penumpang yang berjumlah orang telah diterbangkan kembali dengan pesawat pakai gmm pada pukul wib dan dijadwalkan tiba pada wib sore tadi kata dia secara terpisah corporate communications division head garuda indonesia dicky irchamsyah memastikan bahwa pesawat enggak tersebut sebelumnya sudah melalui pengecekan dan dinyatakan laik terbang sesuai dengan prosedur layak terbang memang salah satu prosedur akhirnya adalah pengecekan isian avtur disitu bisa diketahui salah satu indiksi teknikal adalah luapan avtur kata dia saat dihubungi kompas com secara terpisah sabtu malam baca juga daftar maskapai yang tangguhkan penerbangan ke israel iran dan lebanon,Negative,train
mantan dirut garuda divonis lima tahun penjara kasus pengadaan pesawat jakarta antara mantan direktur utama pt garuda indonesia persero tbk emirsyah satar divonis pidana lima tahun penjara dan denda rp juta subsider tiga bulan pidana kurungan dalam kasus dugaan korupsi pengadaan pesawat di garuda indonesia terdakwa emirsyah satar telah terbukti secara sah dan meyakinkan menurut hukum bersalah melakukan tindak pidana korupsi secara bersama sama sebagaimana dalam dakwaan primer penuntut umum kata hakim ketua rianto adam pontoh pada sidang pembacaan putusan majelis hakim di pengadilan tindak pidana korupsi tipikor jakarta rabu dengan demikian pontoh menyatakan emirsyah terbukti bersalah melanggar pasal ayat juncto pasal undang undang nomor tahun tentang pemberantasan tindak pidana korupsi sebagaimana telah diubah dengan undang undang nomor tahun jo pasal ayat ke kitab undang undang hukum pidana kuhp selain pidana utama majelis hakim juga menjatuhkan pidana tambahan kepada emirsyah satar berupa pembayaran uang pengganti sejumlah juta dolar amerika serikat yang harus dibayarkan paling lama satu bulan sesudah putusan berkekuatan hukum tetap jika emirsyah tidak membayar maka harta bendanya akan disita untuk menutupi uang pengganti tersebut dengan ketentuan apabila terpidana tidak mempunyai harta benda yang cukup maka diganti subsider dengan pidana penjara selama dua tahun terdakwa juga dibebani biaya perkara rp ucap hakim pontoh menambahkan baca juga emirsyah satar dituntut tahun penjara dan denda rp miliar pontoh menjelaskan dalam memberikan putusan majelis hakim mempertimbangkan beberapa hal yang memberatkan dan meringankan hal yang memberatkan vonis yakni emirsyah sebagai salah satu direktur utama badan usaha milik negara bumn tidak berupaya mewujudkan pelaksanaan amanat undang undang nomor tahun tentang penyelenggaraan negara yang bersih dan bebas dari korupsi kolusi dan nepotisme sementara beberapa hal yang meringankan yaitu emirsyah sedang menjalani pidana penjara dalam kasus tindak pidana korupsi lainnya serta bersikap sopan selama di persidangan sepanjang pengamatan majelis hakim berdasarkan hal yang memberatkan dan meringankan yang ada pada diri terdakwa maka majelis hakim menilai putusan kiranya sudah memenuhi rasa keadilan yang ada dalam masyarakat tutur pontoh baca juga emirsyah klaim tak ada kerugian negara saat pengadaan pesawat garuda vonis yang dijatuhkan kepada emirsyah lebih ringan dari tuntutan jaksa penuntut umum yakni delapan tahun penjara dan denda rp miliar subsider pidana kurungan enam bulan namun pembayaran uang pengganti yang dikenakan kepada mantan dirut garuda indonesia itu sama dengan tuntutan jaksa dalam kasus dugaan korupsi pengadaan pesawat di garuda indonesia emirsyah didakwa mengakibatkan kerugian keuangan negara pada garuda indonesia dengan jumlah total juta dolar as ini bukan kali pertama emirsyah diadili di meja hijau sebelumnya emirsyah juga telah divonis dalam perkara berbeda pada mei dirut pt garuda indonesia itu divonis delapan tahun penjara ditambah denda rp miliar subsider tiga bulan kurungan serta dihukum membayar uang pengganti sebesar juta dolar singapura vonis tersebut sebagai akibat emirsyah yang telah terbukti menerima suap senilai rp miliar dan melakukan pencucian uang sebesar rp miliar baca juga emirsyah satar bantah pernah intervensi pengadaan pesawat garuda baca juga mantan dirut garuda indonesia emirsyah satar divonis tahun penjara baca juga jaksa penuntut umum tegaskan kasus emirsyah satar bukan pengulangan pewarta agatha olivia victoria editor didik kusbiantoro copyright antara dilarang keras mengambil konten melakukan crawling atau pengindeksan otomatis untuk ai di situs web ini tanpa izin tertulis dari kantor berita antara,Negative,train
jakarta kompas com chief executive officer ceo danantara rosan p roeslani mengatakan pesawat yang dipesan dari boeing baru akan tiba di indonesia pada mendatang sehingga rosan meminta manajemen garuda indonesia memaksimalkan armada pesawat yang masih dimiliki saat ini kami menyampaikan kepada manajemen adalah pertama optimalisasi dari pesawat yang ada dulu ujar rosan di kantor kementerian investasi jakarta selasa kita kan baru belum lama menginjeksi ke garuda memberi pinjaman lah kurang lebih juta dolar lebih setara rp triliun untuk apa sih untuk maintenance dan refinement ungkapnya baca juga ri beli pesawat boeing dari as rosan sudah terkirim unit kurang lagi pixabay ilustrasi pesawat garuda indonesia ilustrasi pesawat garuda indonesia rosan bilang saat ini banyak pesawat garuda indonesia dan citilink yang diistirahatkan grounded pihaknya meminta agar pesawat pesawat itu diperbaiki supaya bisa kembali terbang rosan juga mengungkapkan bahwa rata rata jam penerbangan pesawat garuda saat ini baru mencapai lima jam per hari padahal idealnya jam terbang mencapai jam satu hari jadi kita bilang optimalkan dulu pertama pesawat yang di ground ed untuk bisa terbang kedua itu optimalkan dari segi penerbangan dari segi penggunaan dari setiap pesawat jelas rosan yang ketiga tentunya kita akan melaksanakan transformasi di teknologi di dalam pelayanan dan yang lain lainnya lanjutnya baca juga bos danantara beri pesan garuda bikin planning pengadaan pesawat jangan hanya untuk tahun rosan pun menekankan tiga langkah itu menjadi upaya antisipasi pemerintah memaksimalkan armada pesawat selagi menanti pengiriman pesawat dari boeing sebab ada jeda waktu sekitar enam hingga tujuh tahun dari saat ini sebelum semua pesawat pesanan dikirim ke indonesia boeing ini memang delivery nya baru tahun tahun jadi masih tahun dari sekarang nah kita kan mesti antisipasi tutur rosan kalau kita baru mesennya pesannya misalnya nanti saja tahun mungkin datangnya baru berapa tahun lagi lanjutnya baca juga suntik dana rp triliun ke garuda ceo danantara ungkap alasannya pesawat dari boeing dipesan sebelum pandemi dalam penjelasannya rosan mengungkapkan bahwa pemerintah indonesia sebenarnya telah memesan unit pesawat dari boeing saat sebelum pandemi covid komitmen pemesanan itu telah ditandatangani oleh garuda indonesia dan boeing dari kesepakatan tersebut baru satu unit pesawat yang sudah dikirim kepada garuda indonesia sehingga masih menyisakan unit pesawat lagi yang belum dikirimkan sebetulnya kesepakatan itu antara boeing dan garuda itu sudah ada sudah ada sebelum covid pembelian pesawat boeing itu yang sudah ter delivery yang sudah terkirim itu baru jadi yang kurang jelas rosan mereka pun sudah bertemu garuda dan boeing bertemu juga dengan kami untuk membicarakan ini kelanjutannya seperti apa katanya baca juga negosiasi pembelian pesawat boeing masih jalan garuda sudah bayar dp karena pengiriman pesawat baru dari boeing paling cepat bisa dilakukan pada maka pemerintah meminta pihak garuda mempersiapkan diri dengan situasi yang ada yang kita sampaikan kepada direksi garuda you coba bikin planning nya kita optimalkan pesawat yang ada kemudian juga dari rute rutenya ungkap rosan kemudian next nya oke nanti tahun lagi you butuh pesawat baru itu berapa banyak yang akan kita negosiasikan dengan boeing karena masih ada lagi yang belum ter deliver dari yang sudah ditandatangani pada saat sebelum covid paparnya sebelumnya pembelian pesawat boeing dari amerika serikat as disorot lantaran menjadi salah satu poin dalam kesepakatan negosiasi tarif pemerintah indonesia dan amerika dalam kesepakatan yang disampaikan pemerintah amerika indonesia setuju membeli pesawat dari as mayoritas pesawat yang akan dibeli adalah tipe boeing baca juga beli pesawat dari as prabowo ingin garuda indonesia jadi maskapai besar,Neutral,train
liputan com jakarta roda pesawat garuda indonesia lepas saat mendarat di bandara raja haji fisabilillah tanjungpinang kepulauan riau kepri pada rabu pagi pesawat dengan nomor penerbangan enggak ini terbang dari jakarta kejadian lepas rosa pesawat ini terjadi saat mendarat pada pukul wib pesawat garuda indonesia membawa penumpang terdiri dari penumpang kelas bisnis dan penumpang kelas ekonomi seluruh penumpang dalam keadaan selamat pgs egm bandara raja haji fisabilillah tanjungpinang zaini ahmad menjelaskan menjelaskan pesawat mendarat di bandara raja haji fisabilillah tanjungpinang pada pukul wib dan melaporkan kejadian tersebut pada pukul wib pihak bandara langsung melakukan evakuasi pesawat dari runway sampai ke apron advertisement jadi penumpang sudah turun jam wib jadi secara umum penumpang yang datang tidak terlambat kata dia dikutip dari liputan sctv rabu saat ini pihak bandara dan sejumlah pihak termasuk garuda indonesia tengah melakukan investigasi itu nanti teknisi garuda yang memastikan penyebabnya apa tambah dia usai kejadian garuda indonesia langsung mengirimkan suku cadang dari batam untuk mengganti roda yang rusak,Negative,train
garuda indonesia sales office travel fair sotf digelar pada juli tiket pesawat garuda kena diskon hingga dikutip detikfinance pt garuda indonesia persero tbk bekerja sama dengan bank mandiri menghadirkan berbagai penawaran menarik diskon tiket perjalanan diberikan untuk berbagai destinasi penerbangan domestik maupun internasional selain itu ada tambahan cashback dari bank mandiri untuk periode perjalanan juli pengguna jasa dapat mengakses berbagai tawaran menarik itu di kantor penjualan garuda di indonesia maupun kantor perwakilan di luar negeri scroll tapi continue with content sotf adalah salah satu bentuk komitmen garuda untuk menghadirkan aksesibilitas dan kemudahan dalam mendapatkan layanan penerbangan yang aman dan nyaman seperti yang disampaikan direktur utama garuda indonesia irfan setiaputra melalui penyelenggaraan berbagai program promosional yang kami laksanakan kami ingin memberikan lebih banyak pilihan penerbangan yang dapat diakses oleh para pengguna jasa dengan harga yang lebih berkompetitif lebih lanjut melalui pelaksanaan travel fair yang kami laksanakan secara berkelanjutan ini masyarakat juga akan dapat mengakses lebih banyak nilai tambah dalam setiap pembelian tiket penerbangannya untuk melengkapi pengalaman perjalanannya ungkap irfan dalam keterangan tertulis selasa advertisement garuda indonesia dan bank mandiri juga memberikan nilai tambah kepada para pengguna jasa garuda indonesia yang juga nasabah bank mandiri yakni berupa cashback hingga rp juta dan cicilan bagi para pengguna mandiri kartu kredit selain menghadirkan penawaran harga tiket dengan diskon spesial garuda juga memberikan nilai tambah berupa welcome bonus miles untuk anggota baru renewal garudamiles gold privilege pemberian free kartu desain spesial untuk anggota baru garudamiles junior penawaran diskon rp untuk cetak kartu garudamiles junior hingga penawaran paket bundling cetak kartu garudamiles junior miles dengan harga khusus irfan menjelaskan para pengguna jasa juga berkesempatan mendapatkan berbagai penawaran diskon prepaid baggage sebesar dari harga excess baggage dari harga prepaid baggage penawaran bonus gift voucher hingga rp ribu serta penawaran top spender event berupa paket wisata domestik untuk transaksi tertinggi selama sotf menurut irfan para pengguna jasa juga berkesempatan mendapatkan berbagai potongan harga tiket untuk penerbangan yang dilayani oleh mitra airline garuda indonesia seperti klm air france air europe all nippon airways japan airlines qantas virgin australia jet star malaysia airlines dan bangkok airways irfan menjelaskan sotf adalah salah satu langkah strategis perseroan untuk berkontribusi dalam mendukung berbagai program pengembangan pariwisata yang dilaksanakan melalui kehadiran aksesibilitas atas pilihan penerbangan yang aman dan nyaman ke depannya kami akan terus menjajaki berbagai program promosional lainnya dalam memberikan berbagai nilai tambah untuk para pengguna jasa setia garuda indonesia pungkas irfan rute garuda sales office travel fair rute dalam negeri jakarta denpasar pp mulai dari rp jutaan pp jakarta labuan bajo pp mulai dari rp jutaan pp jakarta ambon pp mulai rp jutaan pp jakarta makassar pp mulai rp jutaan pp jakarta sorong pp mulai rp jutaan pp jakarta padang pp mulai rp jutaan pp rute luar negeri jakarta amsterdam pp mulai dari rp jutaan pp jakarta seoul pp mulai dari rp jutaan pp jakarta sydney pp mulai dari rp jutaan pp jakarta tokyo pp mulai dari rp jutaan pp jakarta hong kong pp mulai dari rp jutaan pp jakarta singapura pp mulai dari rp jutaan pp artikel ini sebelumnya telah tayang di detikfinance dengan judul rute garuda diskon tiket pesawat hingga ini rutenya,Positive,train
tarif tiket pesawat garuda dituding mahal bosnya pilot gue enggak tidur suara com baru baru ini publik ramai mengeluhkan harga tiket pesawat garuda indonesia yang dianggap terlalu mahal hal ini membuat direktur utama garuda indonesia irfan setiaputra geram saya heran kok ada yang bilang tiket garuda mahal padahal harga tiket kami sudah tahun tidak naik untuk penerbangan domestik ujar irfan di kantornya dikutip jumat irfan mengakui bahwa harga tiket garuda memang tergolong mahal dibandingkan maskapai lain ia menjelaskan bahwa ada beberapa faktor yang menyebabkan hal tersebut salah satunya adalah layanan dan fasilitas yang ditawarkan garuda yang lebih premium seperti kursi yang lebih nyaman ruang kaki yang lebih lega dan inflight entertainment yang lebih lengkap selain itu irfan juga mengungkapkan fakta menarik bahwa pilot garuda tidak diperbolehkan tidur di pesawat selama penerbangan hal ini bertujuan untuk menjaga fokus dan kesiapsiagaan mereka dalam menerbangkan pesawat tapi kita enggak akan menaiki harga tapi dengan semua orang yang naik garuda dengan embel embel mahal turun dari pesawat garuda memang pantas gue bayar sekian enggak delay pilot gue enggak tidur kata irfan irfan menjelaskan anggapan mahalnya tiket garuda mungkin disebabkan oleh kenaikan pajak bandara airport tax yang mencapai lebih di beberapa bandara utama hal ini membuat harga tiket yang dibayarkan konsumen ikut naik selain itu irfan juga menyinggung maskapai lain yang bermain harga dengan cara memberikan diskon besar besaran menurutnya hal ini tidak sehat untuk industri penerbangan maskapai lain itu main diskon besar besaran tapi setelah itu harganya dinaikkan lagi kami tidak mau seperti itu tegas irfan irfan menegaskan garuda indonesia selalu berusaha memberikan pelayanan terbaik kepada para penumpangnya oleh karena itu harga tiket yang dibayarkan konsumen dianggap sepadan dengan layanan yang didapatkan baca juga harta berlimpah dirut garuda irfan setiaputra isi garasinya mobil senilai rp miliar kami ingin memberikan pelayanan yang terbaik kepada penumpang oleh karena itu harga tiket yang kami tawarkan memang lebih tinggi dibandingkan maskapai lain kata irfan meskipun demikian irfan tidak menutup kemungkinan untuk menurunkan harga tiket di masa depan namun hal ini akan dilakukan dengan mempertimbangkan berbagai faktor seperti harga avtur dan nilai tukar rupiah,Neutral,train
jakarta cnbc indonesia menteri koordinator bidang perekonomian airlangga hartarto mengungkapkan proses pembelian pesawat boeing oleh pt garuda indonesia tbk masih dalam negosiasi bisnis business tapi business b tapi b namun pihak garuda diketahui telah memberikan down payment atau dp untuk pesanan ini seperti diketahui indonesia telah berkomitmen untuk membeli unit pesawat boeing yang sebagian besar merupakan model boeing rencana itu termasuk dalam rangkaian kesepakatan tarif untuk seluruh produk ekspor indonesia ke pasar amerika serikat as adapun airlangga menyebutkan bahwa rencana tersebut masih belum deal kemudian garuda juga menandatangani perencanaan untuk membeli pesawat belum deal karena down payment dp nya doang ujar airlangga dalam acara sosialisasi di kantor kemenko perekonomian senin setelah sosialisasi yang dilakukan secara tertutup airlangga mengatakan dalam konferensi pers bahwa garuda indonesia sedang berada dalam proses negosiasi bisnis tapi bisnis antara boeing dengan garuda jadi nanti teknisnya nanti kita tunggu perkembangan selanjutnya ujarnya suntikan danantara badan pengelola investasi daya anagata nusantara bpi danantara melalui pt danantara asset management persero telah memberikan pinjaman dana kepada pt garuda indonesia persero tbk giaa untuk mendukung transformasi pengelolaan portofolio strategis direktur utama garuda indonesia wamildan tsani mengatakan dukungan transformasi komprehensif ini mencakup optimalisasi bisnis pendanaan jangka panjang seta pendampingan menyeluruh berbasis tata kelola dan restrukturisasi penyehatan kinerja senilai us juta atau setara dengan rp melalui sinergi ini pendanaan tersebut untuk mendanai kebutuhan maintenance repair and overhaul mro yang merupakan bagian dari total dukungan pendanaan bernilai yang totalnya sekitar us miliar atau rp triliun suntikan dana ini diharapkan memberikan dampak positif terhadap pemulihan kinerja kepercayaan pasar dan daya saing garuda indonesia secara menyeluruh termasuk melalui integrasi teknologi untuk mendorong efisiensi dan produktivitas operasional optimalisasi kinerja selanjutnya dukungan pembiayaan tersebut akan diikuti oleh berbagai langkah yang berfokus pada optimalisasi kinerja operasional dan keuangan guna mendukung transformasi bisnis jangka panjang menjadi maskapai penerbangan yang berkelanjutan di tengah tren pemulihan trafik udara di asia dan pasifik yang masih berlangsung proyeksi pertumbuhan trafik udara di indonesia akan mencapai rata rata selama tahun ke depan pertumbuhan ini menjadi landasan bagi garuda indonesia group untuk segera memperkuat posisi sebagai player di transportasi udara baik di pasar domestik maupun di pasar internasional diproyeksikan garuda indonesia akan mengoperasikan total sekitar pesawat hingga lima tahun ke depan dengan kemitraan bersama danantara akan mendorong percepatan akselerasi kinerja garuda indonesia sebagai nasional flag carrier yang kuat dan berdaya saing tinggi,Positive,train
